iter	Logloss
0	0.6221721074
1	0.564363767
2	0.5179784069
3	0.4783275029
4	0.4521763423
5	0.4302819396
6	0.4135117466
7	0.3982885962
8	0.3843552054
9	0.3704554675
10	0.3639204469
11	0.3583815588
12	0.3498695583
13	0.3425327458
14	0.330389258
15	0.3222600597
16	0.3180142233
17	0.3128006818
18	0.304547741
19	0.2976208517
20	0.289282446
21	0.2846411352
22	0.2818730498
23	0.2775585227
24	0.2743400156
25	0.2659774937
26	0.2625054921
27	0.2589040782
28	0.2542422569
29	0.252630495
30	0.2511119843
31	0.2457161472
32	0.2432162664
33	0.2398484896
34	0.2360461248
35	0.2346598481
36	0.2316450877
37	0.2277927137
38	0.2267180142
39	0.2215928901
40	0.219167435
41	0.2183199451
42	0.2142292441
43	0.2120572704
44	0.2086162045
45	0.2069985899
46	0.2045345306
47	0.2014805519
48	0.2009569064
49	0.199056965
50	0.1970497027
51	0.1942554369
52	0.1927310212
53	0.191879782
54	0.1893488087
55	0.1875993128
56	0.1846353322
57	0.1809099276
58	0.1780424771
59	0.175570697
60	0.1733179092
61	0.1707772294
62	0.1686074505
63	0.1658834823
64	0.1640631532
65	0.1618431823
66	0.1586651737
67	0.1565041215
68	0.1540471822
69	0.1531846556
70	0.1517783256
71	0.1499167795
72	0.1490919035
73	0.1462555977
74	0.1442213058
75	0.1434869113
76	0.1424252236
77	0.1413088629
78	0.1406998308
79	0.1387972505
80	0.1363364442
81	0.1337083529
82	0.1319736324
83	0.1308703749
84	0.1296050973
85	0.1270009394
86	0.1242795187
87	0.1230188004
88	0.1213162566
89	0.1189584993
90	0.1176582232
91	0.115127877
92	0.1133146547
93	0.1108430836
94	0.1080937843
95	0.10720867
96	0.1068175068
97	0.1052923137
98	0.1042253938
99	0.1034674514
100	0.1026474286
101	0.1015551058
102	0.1004179863
103	0.09940483799
104	0.09812573211
105	0.09749925953
106	0.09605574934
107	0.09508251164
108	0.0938195921
109	0.0922183076
110	0.09038767096
111	0.08882095389
112	0.08751665403
113	0.086559877
114	0.08647803084
115	0.08577025427
116	0.08493752022
117	0.0844172125
118	0.0843078143
119	0.08390712738
120	0.0822874226
121	0.08069789573
122	0.08028409252
123	0.07905326477
124	0.07850475834
125	0.07793613329
126	0.07678641358
127	0.07643084983
128	0.0758392125
129	0.07471953353
130	0.07430978017
131	0.07351681958
132	0.07206038906
133	0.070506834
134	0.07010077777
135	0.06964249807
136	0.0690506713
137	0.06844851089
138	0.06756016979
139	0.06722719375
140	0.06681755798
141	0.06631538966
142	0.06581595173
143	0.0652905425
144	0.06502560393
145	0.06472019953
146	0.06434187171
147	0.06393248414
148	0.06340009872
149	0.06336571419
150	0.06261933993
151	0.06232525551
152	0.06111746618
153	0.0607289876
154	0.06041130301
155	0.05988573048
156	0.05844724342
157	0.05802332212
158	0.05733957683
159	0.05645284261
160	0.05607900881
161	0.05570936856
162	0.05504723118
163	0.05442974012
164	0.05375569161
165	0.05342456086
166	0.0529597818
167	0.05222763101
168	0.05169964816
169	0.0512998692
170	0.05098360859
171	0.05059249434
172	0.04996409482
173	0.04969531216
174	0.04884284163
175	0.04866781627
176	0.04774825214
177	0.04748058972
178	0.04736094932
179	0.04724579968
180	0.04698124977
181	0.04633065772
182	0.04549807718
183	0.04528532943
184	0.04465500296
185	0.04425399271
186	0.04392291095
187	0.04377254721
188	0.04338922239
189	0.04308161344
190	0.04265800894
191	0.04252536656
192	0.04231383049
193	0.04178638981
194	0.04165106604
195	0.04114140223
196	0.04075772468
197	0.04007896658
198	0.03986533701
199	0.0391019991
200	0.03860710745
201	0.0382591241
202	0.0381530311
203	0.03775280796
204	0.03757851091
205	0.0372077145
206	0.03693844521
207	0.03675525156
208	0.03632759395
209	0.03603178834
210	0.0357570093
211	0.03552418539
212	0.03501229743
213	0.03497153112
214	0.03471700459
215	0.03456678129
216	0.03438527617
217	0.03392810364
218	0.03355667036
219	0.03334003932
220	0.03294284376
221	0.03275709936
222	0.03227900152
223	0.0320980059
224	0.03193769063
225	0.03167799074
226	0.03152350204
227	0.03137401685
228	0.03123484899
229	0.030915502
230	0.03078716095
231	0.03038648057
232	0.03024898163
233	0.03006893315
234	0.02993889378
235	0.02981633356
236	0.02946285352
237	0.02936678717
238	0.02913056661
239	0.0287926295
240	0.02852079966
241	0.02842500112
242	0.02837733047
243	0.02836697069
244	0.02835690812
245	0.02834719828
246	0.02832731482
247	0.02831812427
248	0.02805799654
249	0.02797843659
250	0.02784097358
251	0.02761322178
252	0.02732047153
253	0.02698842303
254	0.02684299423
255	0.02673446152
256	0.02663584605
257	0.02650289666
258	0.02640341896
